date,title,link,page
2023-08-18,Copy Trading Fast Track Program: Exclusive Opportunity for Selected Users,https://announcements.bybit.com/en-US/article/copy-trading-fast-track-program-exclusive-opportunity-for-selected-users-blt2ba557078cd0c602/,30
2023-08-18,"P2P Referral Rush 2.0: Refer Friends and Share a 50,000 USDT Bonus Pool!",https://announcements.bybit.com/en-US/article/p2p-referral-rush-2-0-refer-friends-and-share-a-50-000-usdt-bonus-pool--blte494f78811b9bec3/,29
2023-08-18,"Trading Bot Lucky Draw 2.0: Win Up to 2,000 USDT in Each Draw!",https://announcements.bybit.com/en-US/article/trading-bot-lucky-draw-2-0-win-up-to-2-000-usdt-in-each-draw--blt94833237b689ecbe/,29
2023-08-18,Virtual Versions (VV) on Bybit Web3 IDO: Snapshot Period Starts Soon,https://announcements.bybit.com/en-US/article/virtual-versions-vv-on-bybit-web3-ido-snapshot-period-starts-soon-bltb8f811d9905bd266/,29
2023-08-18,Demo Trading: System Upgrade Notice [18-08-2023],https://announcements.bybit.com/en-US/article/demo-trading-system-upgrade-notice-18-08-2023--blta0f9758df9087d3f/,29
2023-08-17,Bybit to List PYUSD on Spot,https://announcements.bybit.com/en-US/article/bybit-to-list-pyusd-on-spot-bltc66947d710027edc/,30
2023-08-16,"🔥New CYBERUSDT, SEIUSDT Contracts",https://announcements.bybit.com/en-US/article/-new-cyberusdt-seiusdt-contracts-bltfdad70a38e0095c7/,31
2023-08-16,[WSOT 2023]  Team Disqualification Notice,https://announcements.bybit.com/en-US/article/-wsot-2023-team-disqualification-notice-bltd4a289fa7559da39/,31
2023-08-16,Explore New Opportunities to Grow Your Assets!,https://announcements.bybit.com/en-US/article/explore-new-opportunities-to-grow-your-assets--blt9b5832ef9ebe8f7d/,30
2023-08-16,Bybit to List ORDI on Spot,https://announcements.bybit.com/en-US/article/bybit-to-list-ordi-on-spot-blted030dcb7178f6ef/,30
2023-08-16,[Exclusive to Southeast Asia] Memecoin Carnival 🐶,https://announcements.bybit.com/en-US/article/-exclusive-to-southeast-asia-memecoin-carnival--blt38ae62f829450003/,30
2023-08-16,Become a Bybit VIP and Unlock Up to 900 USDT,https://announcements.bybit.com/en-US/article/become-a-bybit-vip-and-unlock-up-to-900-usdt-bltddecb1d8daca7cd2/,30
2023-08-16,"🔥New YFIIUSDT, BADGERUSDT Contracts",https://announcements.bybit.com/en-US/article/-new-yfiiusdt-badgerusdt-contracts-blt868180251d33a48b/,30
2023-08-16,Adjustment of Funding Rate Interval for BLZUSDT Contract,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-blzusdt-contract-blt5ee24a4adf77e72c/,31
2023-08-16,P2P Ranger Program: New and Improved With 4 New Ways to Earn 🤠,https://announcements.bybit.com/en-US/article/p2p-ranger-program-new-and-improved-with-4-new-ways-to-earn--blt1b9ec66296562153/,30
2023-08-16,Gradual Migration of USDC Derivatives Trading to Unified Trading Accounts,https://announcements.bybit.com/en-US/article/gradual-migration-of-usdc-derivatives-trading-to-unified-trading-accounts-blt1b379207b511583f/,31
2023-08-15,🔥 New MCUSDT Contract,https://announcements.bybit.com/en-US/article/-new-mcusdt-contract-blt86f2fd4ca2dd54ed/,31
2023-08-14,"New Listing: SEILOR/USDT — Grab a Share of the 90,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-seilor-usdt-grab-a-share-of-the-90-000-usdt-prize-pool--bltbec006621d13a746/,31
2023-08-14,Notice on Immediate Suspension of New Bybit Earn Purchases and Subscriptions for Hong Kong Users,https://announcements.bybit.com/en-US/article/notice-on-immediate-suspension-of-new-bybit-earn-purchases-and-subscriptions-for-hong-kong-users-blt20242e4d42a8ca7d/,32
2023-08-14,"New Listing: SEI/USDT — Split a 90,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-sei-usdt-split-a-90-000-usdt-prize-pool--bltb2655004df23a658/,32
2023-08-14,New on Web3: Buy Crypto With Credit/Debit Cards or P2P and Join Virtual Versions IDO,https://announcements.bybit.com/en-US/article/new-on-web3-buy-crypto-with-credit-debit-cards-or-p2p-and-join-virtual-versions-ido-blt841c8e6c9046a67a/,31
2023-08-14,Adjustment of Upper and Lower limit of Funding rate for BLZUSDT Perpetual Contract,https://announcements.bybit.com/en-US/article/adjustment-of-upper-and-lower-limit-of-funding-rate-for-blzusdt-perpetual-contract-blt0f57ac329daa73ad/,32
2023-08-14,"New Listing: CYBER/USDT — Split a 30,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-cyber-usdt-split-a-30-000-usdt-prize-pool--blt9a32be0fd2091d3a/,32
2023-08-14,Now Live: Virtual Versions (VV) on Bybit Web3 IDO,https://announcements.bybit.com/en-US/article/now-live-virtual-versions-vv-on-bybit-web3-ido-blt4cb7fc0296b446f5/,31
2023-08-12,Bybit Community Prediction Draw: Predict MNT Price and Win 200 USDT!,https://announcements.bybit.com/en-US/article/bybit-community-prediction-draw-predict-mnt-price-and-win-200-usdt--blt84cc0c71baf0a0fd/,32
2023-08-11,"Adjustment of Upper and Lower limit of Funding rate for YGGUSDT, LPTUSDT Perpetual Contracts",https://announcements.bybit.com/en-US/article/adjustment-of-upper-and-lower-limit-of-funding-rate-for-yggusdt-lptusdt-perpetual-contracts-blt515163c5b6c55ab5/,33
2023-08-11,"🏆 Bybit x League of Traders Trading Competition: 10,000 USDT Prize Pool, PlayStation 5, USDT Coupons and More Await!",https://announcements.bybit.com/en-US/article/-bybit-x-league-of-traders-trading-competition-10-000-usdt-prize-pool-playstation-5-usdt-coupons-and-more-await--blt81d957e71b6b6e74/,32
2023-08-11,Adjustment of Funding Rate Interval for LPTUSDT Contract,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-lptusdt-contract-blt6c039024f5219ef3/,33
2023-08-11,ByVotes Chapter 16: The Results Are In!,https://announcements.bybit.com/en-US/article/byvotes-chapter-16-the-results-are-in--bltb32399fce09bb01a/,32
2023-08-11,"MT4 Bonus Program: New and Improved With Up to 6,030 USDT in Bonuses!",https://announcements.bybit.com/en-US/article/mt4-bonus-program-new-and-improved-with-up-to-6-030-usdt-in-bonuses--bltac3e28029ac80d03/,33
2023-08-11,Adjustment of Upper and Lower limit of Funding rate for LPTUSDT Perpetual Contract (11-08-2023),https://announcements.bybit.com/en-US/article/adjustment-of-upper-and-lower-limit-of-funding-rate-for-lptusdt-perpetual-contract-11-08-2023--blt048cb0c4921e571d/,32
2023-08-11,Bybit Quests: Learn about Bybit Card and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-about-bybit-card-and-stand-to-win-25-usdt-blt6b7cf53e7b27313e/,33
2023-08-10,"Upcoming Adjustments to Liquidation Process for UTA (Aug 14, 2023)",https://announcements.bybit.com/en-US/article/upcoming-adjustments-to-liquidation-process-for-uta-aug-14-2023--blt03a1e2351dfbb9ba/,33
2023-08-10,"New Listing: SPARTA/USDT — Split a 40,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-sparta-usdt-split-a-40-000-usdt-prize-pool--blt411b38758bba6325/,33
2023-08-10,"🔥New OXTUSDT, GLMUSDT Contracts",https://announcements.bybit.com/en-US/article/-new-oxtusdt-glmusdt-contracts-blt9e0ae529049c2893/,33
2023-08-10,Changes to Max. Order Size for USDT Perpetual Contracts (10-08-2023),https://announcements.bybit.com/en-US/article/changes-to-max-order-size-for-usdt-perpetual-contracts-10-08-2023--blt8aca31d772dbcd6a/,33
2023-08-09,"Adjustment of Funding Rate Interval for YGGUSDT, API3USDT Contract",https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-yggusdt-api3usdt-contract-blt4391c97631ed1db9/,34
2023-08-08,Adjustment of Funding Rate Interval & Upper and Lower limit of Funding rate for DODOUSDT Perpetual Contract,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-upper-and-lower-limit-of-funding-rate-for-dodousdt-perpetual-contract-blt99cb61b0409f3508/,35
2023-08-08,P2P Patrols: Report Suspicious Activities and Receive 5 USDT Per Report,https://announcements.bybit.com/en-US/article/p2p-patrols-report-suspicious-activities-and-receive-5-usdt-per-report-blta9a7c813c3d22c74/,34
2023-08-08,Introducing Bybit Wealth Management: Grow Your Assets Hands-Free in All Market Conditions,https://announcements.bybit.com/en-US/article/introducing-bybit-wealth-management-grow-your-assets-hands-free-in-all-market-conditions-blt594264f699c941ec/,34
2023-08-08,🔥 New ATAUSDT Contract,https://announcements.bybit.com/en-US/article/-new-atausdt-contract-bltbdf98c46f2421fdc/,34
2023-08-08,"[Selected Southeast Asia Only] Futures Grid Bot Airdrop: Create a Bot, Get 10 USDT, and Split 3,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/futures-grid-bot-airdrop-create-a-bot-get-10-usdt-and-split-3-000-usdt-prize-pool--bltc0bbb274c5a6f710/,34
2023-08-08,Introducing Bybit Card Referral Program: Earn Up to 20 USDT for Every Referee!,https://announcements.bybit.com/en-US/article/introducing-bybit-card-referral-program-earn-up-to-20-usdt-for-every-referee--blte1b4145abda9c390/,34
2023-08-08,Phasing Out Support For USDC Derivatives Accounts,https://announcements.bybit.com/en-US/article/phasing-out-support-for-usdc-derivatives-accounts-blt9b228a46c08c75d9/,34
2023-08-08,Bybit Web3: Upcoming Maintenance For Polygon Chain,https://announcements.bybit.com/en-US/article/bybit-web3-upcoming-maintenance-for-polygon-chain-blt94f1a8661c624d91/,34
2023-08-07,"Adjustment of Funding Rate Interval for YGGUSDT, API3USDT, LPTUSDT Contracts",https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-yggusdt-api3usdt-lptusdt-contract-blte2bd800f69d69a0a/,35
2023-08-07,"Fiat Deposit 1st Anniversary: 100,000 USDT in Rewards Await, Including an iPhone, USD Coupons and More!",https://announcements.bybit.com/en-US/article/fiat-deposit-1st-anniversary-100-000-usdt-in-rewards-await-including-an-iphone-usd-coupons-and-more--blt7b8ca8be75bc9cac/,35
2023-08-07,"ByVotes Chapter 16: Vote for Your Favorite Project From Covalent, Carbon Browser, ALTAVA",https://announcements.bybit.com/en-US/article/byvotes-chapter-16-vote-for-your-favorite-project-from-covalent-carbon-browser-altava-blt9aeba794fdd83e3a/,35
2023-08-07,"[WSOT 2023] The Competition Kicks Off: 6,300,000 USDT Awaits at the Squad Showdown and Copy Trading Fest",https://announcements.bybit.com/en-US/article/-wsot-2023-the-competition-kicks-off-6-300-000-usdt-awaits-at-the-squad-showdown-and-copy-trading-fest-bltb86292b5a9b8e595/,35
2023-08-07,Adjustment of Upper and Lower limit of Funding rate for LPTUSDT Perpetual Contract,https://announcements.bybit.com/en-US/article/adjustment-of-upper-and-lower-limit-of-funding-rate-for-lptusdt-perpetual-contract-blt29fff20a2433cabf/,35
2023-08-07,🔥 New BNTUSDT Contract,https://announcements.bybit.com/en-US/article/-new-bntusdt-contract-blt9ec6b1a2ce7f71e3/,35
2023-08-07,Adjustment of Upper and Lower limit of Funding rate for YGGUSDT Perpetual Contract,https://announcements.bybit.com/en-US/article/adjustment-of-upper-and-lower-limit-of-funding-rate-for-akrousdt-perpetual-contracts-blt61ce39dcf16d89e2/,35
2023-08-05,Bybit Community Prediction Draw: Predict MNT Price and Win 100 USDT!,https://announcements.bybit.com/en-US/article/bybit-community-prediction-draw-predict-mnt-price-and-win-100-usdt--blt298904144e6cd7c5/,36
2023-08-04,"Demo Trading: System Upgrade Notice (Aug 21, 2023)",https://announcements.bybit.com/en-US/article/demo-trading-system-upgrade-notice-aug-21-2023--blt55023fe7e39f2cd9/,36
2023-08-04,[Selected Southeast Asia Countries Exclusive] Get an additional 70 USDT by joining WSOT!,https://announcements.bybit.com/en-US/article/-selected-southeast-asia-countries-exclusive-get-an-additional-70-usdt-by-joining-wsot--blt3df0c2af27959075/,36
2023-08-04,"[South Asia Exclusive] South Asia Lucky Draw: Win a 2023 Honda Motorcycle, a Playstation 5, and More!",https://announcements.bybit.com/en-US/article/-south-asia-exclusive-south-asia-lucky-draw-win-a-2023-honda-motorcycle-a-playstation-5-and-more--blt917baa694524e6bf/,36
2023-08-04,"[Africa Reloaded] Africa Lucky Draw Reloaded: Win a 2023 Honda Motorcycle, a Playstation 5, and More!",https://announcements.bybit.com/en-US/article/-africa-reloaded-africa-lucky-draw-reloaded-win-a-2023-honda-motorcycle-a-playstation-5-and-more--blt4d95ccd1b4dff924/,36
2023-08-04,Adjustment of Funding Rate Interval for  AKROUSDT Contract,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-akrousdt-contract-blta76a27c90a2078f5/,37
2023-08-04,Perpetual Contracts:  Adjustment of Spot Index Price Calculation Method,https://announcements.bybit.com/en-US/article/perpetual-contracts-adjustment-of-spot-index-price-calculation-method-blt3b9f6c25551c1f64/,37
2023-08-04,🔥 New KASUSDT Contract,https://announcements.bybit.com/en-US/article/-new-kasusdt-contract-blt9ab5ac0d1ef21723/,36
2023-08-04,Successful Completion of SLG Token Migration,https://announcements.bybit.com/en-US/article/successful-completion-of-slg-token-migration-blt2923e661a03bc283/,36
2023-08-04,Exclusive Vietnam & Malaysia: $10 Airdrop When Signing Up WSOT 2023,https://announcements.bybit.com/en-US/article/exclusive-vietnam-malaysia-10-airdrop-when-signing-up-wsot-2023-bltee3b41b01d8d87f9/,36
2023-08-03,"New Listing: DSRUN/USDT — Grab a Share of the 50,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-dsrun-usdt-grab-a-share-of-the-50-000-usdt-prize-pool--blt252f61700aeabea8/,37
2023-08-03,Bybit Web3: Buy Crypto Directly With P2P,https://announcements.bybit.com/en-US/article/bybit-web3-buy-crypto-directly-with-p2p-bltd72d021f55f03ffe/,37
2023-08-03,"VELA/USDT: Trade and Share a 10,000 VELA Prize Pool!",https://announcements.bybit.com/en-US/article/vela-usdt-trade-and-share-a-10-000-vela-prize-pool--blt6e97e37bade6f6cc/,37
2023-08-02,Copy Trading: 3 New Updates for Master Traders (Jul 2023),https://announcements.bybit.com/en-US/article/copy-trading-3-new-updates-for-master-traders-jul-2023--blt8ca80df328c0f662/,38
2023-08-02,Changes to Max. Order Size for USDT Perpetual Contracts (02-08-2023),https://announcements.bybit.com/en-US/article/changes-to-max-order-size-for-usdt-perpetual-contracts-02-08-2023--blt1481ab7d94df79b2/,38
2023-08-02,Adjustment of Upper and Lower limit of Funding rate for AKROUSDT Perpetual Contracts,https://announcements.bybit.com/en-US/article/adjustment-of-upper-and-lower-limit-of-funding-rate-for-akrousdt-perpetual-contracts-bltf883b9dc844e2f36/,38
2023-08-02,Adjustment of Funding Rate Interval for AKROUSDT Contract,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-akrousdt-contract-blte003c63695753ede/,37
2023-08-02,Congratulations to Bybit Web3 IDO Derby Stars (DSRUN) !,https://announcements.bybit.com/en-US/article/congratulations-to-bybit-web3-ido-derby-stars-dsrun--blt7f50b70f52d666f6/,37
2023-08-02,"🔥New ARKUSDT, ALPACAUSDT Contracts",https://announcements.bybit.com/en-US/article/-new-arkusdt-alpacausdt-contracts-blt4bb4e7bb5f1b6b06/,37
2023-08-01,"Africa Users Welcome Bonus: Get Started & Unlock 15 USDT to 4,000 USDT in Rewards",https://announcements.bybit.com/en-US/article/africa-users-welcome-bonus-get-started-unlock-15-usdt-to-4-000-usdt-in-rewards-bltfb3b5669ba755faf/,38
2023-08-01,Did You Know? Bybit Convert Now Supports Fiat↔Crypto Conversions!,https://announcements.bybit.com/en-US/article/did-you-know-bybit-convert-now-supports-fiat-crypto-conversions--blt05fa5d41d091fed5/,38
2023-08-01,"Copy Trading: All Master Trader Accounts to be Upgraded by Sep 1, 2023",https://announcements.bybit.com/en-US/article/copy-trading-all-master-trader-accounts-to-be-upgraded-by-sep-1-2023-blt633c1fa10920a5d4/,38
2023-08-01,"Bybit Savings: Earn Up to 5% APR With EOS, XLM, SUI, GMT, SAND, XRP, USDC",https://announcements.bybit.com/en-US/article/bybit-savings-earn-up-to-5-apr-with-eos-xlm-sui-gmt-sand-xrp-usdc-bltaacd3590d4846156/,38
2023-07-31,"New Listing: PLANET/USDT — Split Over 2,500,000,000 PLANET!",https://announcements.bybit.com/en-US/article/new-listing-planet-usdt-split-over-2-500-000-000-planet--blt71bcb177a5a54a19/,38
2023-07-31,Dual Asset 2.0: CRV Now Supported! 💥,https://announcements.bybit.com/en-US/article/dual-asset-2-0-crv-now-supported--blt0591642b27ca5e1b/,39
2023-07-31,"[Selected Countries] Deposit, Trade and Win: Guaranteed 25 USDT Bonus & Lucky Draw Chance",https://announcements.bybit.com/en-US/article/-selected-countries-deposit-trade-and-win-guaranteed-25-usdt-bonus-lucky-draw-chance-blt398ed3203aa75124/,39
2023-07-31,"[Selected Countries] Deposit, Trade and Win: Guaranteed 25 USDT Bonus",https://announcements.bybit.com/en-US/article/-selected-countries-deposit-trade-and-win-guaranteed-25-usdt-bonus-bltd2f94d79b43e0511/,39
2023-07-30,Derby Stars (DSRUN) on Bybit Web3 IDO: Snapshot Period Starts Soon,https://announcements.bybit.com/en-US/article/derby-stars-dsrun-on-bybit-web3-ido-snapshot-period-starts-soon-blt0e22260c9ed9306c/,39
2023-07-28,"Save, Swipe and Earn With Bybit Card Flexible Savings",https://announcements.bybit.com/en-US/article/save-swipe-and-earn-with-bybit-card-flexible-savings-blt39b14341e256b015/,39
2023-07-28,Buy Crypto x Mantle Madness: Snag a 10% MNT Cashback With Fiat Purchases,https://announcements.bybit.com/en-US/article/buy-crypto-x-mantle-madness-snag-a-10-mnt-cashback-with-fiat-purchases-bltc41048869b345acc/,39
2023-07-28,🔥 New ARKMUSDT Contract,https://announcements.bybit.com/en-US/article/-new-arkmusdt-contract-blt5de9ebe5bfc3b0a2/,39
2023-07-28,🔥 New AUCTIONUSDT Contract,https://announcements.bybit.com/en-US/article/-new-auctionusdt-contract-blt39d9ec987db24c25/,39
2023-07-27,Now Live: Derby Stars (DSRUN) on Bybit Web3 IDO,https://announcements.bybit.com/en-US/article/now-live-derby-stars-dsrun-on-bybit-web3-ido-blte7e41425df6c5eb5/,40
2023-07-27,Ethereum 2.0 Liquid Staking: Redemption Shortened to 5 Days,https://announcements.bybit.com/en-US/article/ethereum-2-0-liquid-staking-redemption-shortened-to-5-days-blt34bd28b5e9d7bc36/,40
2023-07-27,Introducing Webhook Signal Trading: Automate Your Derivatives Trades With TradingView,https://announcements.bybit.com/en-US/article/introducing-webhook-signal-trading-automate-your-derivatives-trades-with-tradingview-bltcf1af93279ff36b0/,40
2023-07-26,Bybit x Oracle Red Bull Racing: Exclusive Velocity Pass NFT Sale!,https://announcements.bybit.com/en-US/article/bybit-x-oracle-red-bull-racing-exclusive-velocity-pass-nft-sale--bltcb2ea79bf724a4c3/,40
2023-07-26,Dual Asset 2.0: WLD Now Supported! 💥,https://announcements.bybit.com/en-US/article/dual-asset-2-0-wld-now-supported--blt22399aabf5a59d57/,40
2023-07-25,"[Africa Traders & VIPs] Trade and Earn Up to $4,000 in Rewards",https://announcements.bybit.com/en-US/article/-africa-traders-vips-trade-and-earn-up-to-4-000-in-rewards-blta29e312157a5946c/,40
2023-07-25,Bybit OpenAPI Services: Transition from Legacy Version to New V5 API,https://announcements.bybit.com/en-US/article/bybit-openapi-services-transition-from-legacy-version-to-new-v5-api-blt25b43a5738c00765/,41
2023-07-25,"[South Asia Traders & VIPs] Trade and Earn Up to $2,500 in Rewards",https://announcements.bybit.com/en-US/article/-south-asia-traders-vips-trade-and-earn-up-to-2-500-in-rewards-bltdc6bed503adeea8a/,41
2023-07-25,Bybit Web3: Upcoming Maintenance For Ethereum Chain,https://announcements.bybit.com/en-US/article/bybit-web3-upcoming-maintenance-for-ethereum-chain-blt5b3a9164bd0bc6a5/,41
2023-07-25,"VIP Fortune Draw: Level Up and Win Oracle Red Bull Racing x Bybit Merchandise, MacBook Pro, and More!",https://announcements.bybit.com/en-US/article/vip-fortune-draw-level-up-and-win-oracle-red-bull-racing-x-bybit-merchandise-macbook-pro-and-more--blt990105bc47d8233a/,40
2023-07-25,P2P Trading on Bybit: Now Supporting KHR & MNT 💵,https://announcements.bybit.com/en-US/article/p2p-trading-on-bybit-now-supporting-khr-mnt--blt825f09913f0a41d4/,40
2023-07-24,Just Landed: 16 New Copy Trading Pairs 🔥,https://announcements.bybit.com/en-US/article/just-landed-16-new-copy-trading-pairs--blt06b1f225f499eaf4/,41
2023-07-24,"P2P Africa Delight: Deposit NGN and Share the 86,800 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/p2p-africa-delight-deposit-ngn-and-share-the-86-800-usdt-prize-pool--blt3582cd792f219dcf/,41
2023-07-24,"New Listing: Worldcoin (WLD) — Grab a Share of the 165,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-worldcoin-wld-grab-a-share-of-the-165-000-usdt-prize-pool--bltc8d99a8bac24e9e8/,41
2023-07-24,🔥 New WLDUSDT Contract,https://announcements.bybit.com/en-US/article/-new-wldusdt-contract-blt9daf1d4344d9fd25/,41
2023-07-24,Trading Bot: Introducing Loss Cover Voucher to Offset Losses Automatically,https://announcements.bybit.com/en-US/article/trading-bot-introducing-loss-cover-voucher-to-offset-losses-automatically-blt46a326f0d1d5b4d8/,42
2023-07-24,"[WSOT 2023] Brace Yourself for Lambo, Rolex, BTC Bonuses & More 💰",https://announcements.bybit.com/en-US/article/-wsot-2023-brace-yourself-for-lambo-rolex-btc-bonuses-more--bltb6531ca1255581ad/,41
2023-07-23,Adjustment of Upper and Lower limit of Funding rate for STMXUSDT Perpetual Contracts,https://announcements.bybit.com/en-US/article/adjustment-of-upper-and-lower-limit-of-funding-rate-for-stmxusdt-perpetual-contracts-blt4c9e11507a663482/,42
2023-07-22,Bybit Quests: Learn about WSOT 2023 and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-about-wsot-2023-and-stand-to-win-25-usdt-blt5038e0505db62694/,42
2023-07-21,"New Listing: GSWIFT/USDT — Grab a Share of the 50,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-gswift-usdt-grab-a-share-of-the-50-000-usdt-prize-pool--bltab790df842f0ba99/,42
2023-07-21,Expanding of Market Order Price Limit Range for BTCUSD Perpetual Contracts,https://announcements.bybit.com/en-US/article/expanding-of-market-order-price-limit-range-for-btcusd-perpetual-contracts-blta49c7bd4e00f05d1/,42
2023-07-21,Unified Trading: Shared Borrowing Limit for Main and Subaccounts,https://announcements.bybit.com/en-US/article/unified-trading-shared-borrowing-limit-for-main-and-subaccounts-blt65d997ebff81a1df/,42
2023-07-21,Congratulations to Bybit Web3 IDO GameSwift (GSWIFT) Winners!,https://announcements.bybit.com/en-US/article/congratulations-to-bybit-web3-ido-gameswift-gswift-winners--blt53800a88651cc898/,42
2023-07-21,"FON/USDT: Deposit to Split a 40,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/fon-usdt-deposit-to-split-a-40-000-usdt-prize-pool--bltc1a5c847f64910dc/,42
2023-07-20,"Copy Trading 101: Kick-Start Your Journey With Zero Losses + 45,000 USDT Prize Pool",https://announcements.bybit.com/en-US/article/copy-trading-101-kick-start-your-journey-with-zero-losses-45-000-usdt-prize-pool-bltd99672fc6b20af12/,43
2023-07-20,"Buy Crypto with Credit/Debit Cards on Web3, with the Bybit Wallet!",https://announcements.bybit.com/en-US/article/buy-crypto-with-credit-debit-cards-on-web3-with-the-bybit-wallet--blt2eceeee55f237cc1/,43
2023-07-18,"SALD/USDT: Deposit to Split a 75,000 USDT & 4,200,000 SALD Prize Pool!",https://announcements.bybit.com/en-US/article/sald-usdt-deposit-to-split-a-75-000-usdt-4-200-000-sald-prize-pool--blt1f3af7e9f942a920/,43
2023-07-18,"Asia Summer Savings: Enjoy 0 Fees via JCB, VISA and Mastercard Payments",https://announcements.bybit.com/en-US/article/asia-summer-savings-enjoy-0-fees-via-jcb-visa-and-mastercard-payments-blt6c967e03e7d0aaaa/,43
2023-07-18,Bybit Savings: Up to 6% APR! 💥,https://announcements.bybit.com/en-US/article/bybit-savings-up-to-6-apr--blt14689372a7cdb376/,43
2023-07-18,VIP Program: Adjustments to Borrowing Limits for Spot Margin for PRO Users,https://announcements.bybit.com/en-US/article/vip-program-adjustments-to-borrowing-limits-for-spot-margin-for-pro-users-bltdad04f64c533f8b5/,43
2023-07-18,Ethereum 2.0 Liquid Staking: Redemption of stETH for ETH Now Available,https://announcements.bybit.com/en-US/article/ethereum-2-0-liquid-staking-redemption-of-steth-for-eth-now-available-bltaf81f6149d3c2a22/,43
2023-07-18,"New Listing: ARKM/USDT — Trade and Share 50,000 USDT Worth of ARKM",https://announcements.bybit.com/en-US/article/new-listing-arkm-usdt-trade-and-share-50-000-usdt-worth-of-arkm-blt67b25c46654585e4/,43
2023-07-17,"NEON/USDT: Deposit to Split a 75,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/neon-usdt-deposit-to-split-a-75-000-usdt-prize-pool--bltaf7043e9323a5698/,44
2023-07-17,"Partial Cessation of New Solana Options From Jul 18; Complete Cessation From Aug 3, 2023",https://announcements.bybit.com/en-US/article/partial-cessation-of-new-solana-options-from-jul-18-complete-cessation-from-aug-3-2023-blt1e45cc6cf7a25598/,44
2023-07-17,GameSwift (GSWIFT) on Bybit Web3 IDO: Snapshot Period Starts Soon,https://announcements.bybit.com/en-US/article/gameswift-gswift-on-bybit-web3-ido-snapshot-period-starts-soon-blt3c7d2470ebb4ba64/,44
2023-07-17,🤖️ MNT/USDT and MNT/USDC Now Live on Trading Bots,https://announcements.bybit.com/en-US/article/-mnt-usdt-and-mnt-usdc-now-live-on-trading-bots-blt97944852a9267ba6/,44
2023-07-17,Exclusive Opportunity for Group Merchants — Join the Verified Advertiser Program on Bybit!,https://announcements.bybit.com/en-US/article/exclusive-opportunity-for-group-merchants---join-the-verified-advertiser-program-on-bybit--blteec11f70ee41803f/,44
2023-07-14,Now Live: GameSwift (GSWIFT) on Bybit Web3 IDO,https://announcements.bybit.com/en-US/article/now-live-gameswift-gswift-on-bybit-web3-ido-blt0e9f7e30ee3773a8/,44
2023-07-14,Bybit Savings: Up to 4% APR! 💥,https://announcements.bybit.com/en-US/article/bybit-savings-up-to-4-apr--blt453244cb73aec181/,45
2023-07-14,"New Listings: Mantle (MNT) on Spot — Grab a Share of the 40,000 MNT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listings-mantle-mnt-on-spot-grab-a-share-of-the-40-000-mnt-prize-pool--blt393c61bce0ee0238/,44
2023-07-14,Bybit Community Prediction Draw: Predict XRP Price and Win 800 USDT!,https://announcements.bybit.com/en-US/article/bybit-community-prediction-draw-predict-xrp-price-and-win-800-usdt--blt6bbf97177e045e5a/,44
2023-07-13,"[WSOT 2023] Lead Your Squad to Victory and Loot the 8,000,000 USDT Prize Pool",https://announcements.bybit.com/en-US/article/-wsot-2023-lead-your-squad-to-victory-and-loot-the-8-000-000-usdt-prize-pool-bltbfe4a825bd8d61a7/,45
2023-07-12,Dual Asset 2.0: MINA Now Supported! 💥,https://announcements.bybit.com/en-US/article/dual-asset-2-0-mina-now-supported--blt973bb22d78ece087/,45
2023-07-12,Bybit Quests: Learn about Mantle and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-about-mantle-and-stand-to-win-25-usdt-blt5e303e0cec3b6189/,45
2023-07-12,Exclusive Vietnam & Malaysia - Register for Bybit VIP: Enjoy Benefits and More!,https://announcements.bybit.com/en-US/article/vnmy-vip-program-bltc2f1751a8abce385/,45
2023-07-12,[Selected Countries] Lucky Deposits: Deposit $100 and Receive 70 MNT Each!,https://announcements.bybit.com/en-US/article/-selected-countries-lucky-deposits-deposit-100-and-receive-70-mnt-each--blt55e4c4bbd9a3443c/,45
